%
Copyright (C) 1991-2013 Altera Corporation
Your use of Altera Corporation's design tools, logic functions 
and other software and tools, and its AMPP partner logic 
functions, and any output files from any of the foregoing 
(including device programming or simulation files), and any 
associated documentation or information are expressly subject 
to the terms and conditions of the Altera Program License 
Subscription Agreement, Altera MegaCore Function License 
Agreement, or other applicable license agreement, including, 
without limitation, that your use is for the sole purpose of 
programming logic devices manufactured by Altera and sold by 
Altera or its authorized distributors.  Please refer to the 
applicable agreement for further details.
%

GROUP CREATE uart:u_uart0|i_wb_dat[7..0] = uart:u_uart0|i_wb_dat[7] uart:u_uart0|i_wb_dat[6] uart:u_uart0|i_wb_dat[5] uart:u_uart0|i_wb_dat[4] uart:u_uart0|i_wb_dat[3] uart:u_uart0|i_wb_dat[2] uart:u_uart0|i_wb_dat[1] uart:u_uart0|i_wb_dat[0] ;
INPUTS brd_clk_p;
OUTPUTS i_uart0_tx o_uart0_rx uart:u_uart0|tx_bit_pulse uart:u_uart0|i_wb_dat[7..0];
UNIT ns;
RADIX HEX;
PATTERN
             0.0> 0 = X X X XX 
 2595500000000.0> 1 = 1 1 0 0A 
 2596000000000.0> 0 = 1 1 0 0A 
 2596500000000.0> 1 = 1 1 0 0A 
 2597000000000.0> 0 = 1 1 0 0A 
 2597500000000.0> 1 = 1 1 0 0A 
 2598000000000.0> 0 = 1 1 0 0A 
 2598500000000.0> 1 = 1 1 0 0A 
 2599000000000.0> 0 = 1 1 0 0A 
 2599500000000.0> 1 = 1 1 0 0A 
 2600000000000.0> 0 = 1 1 0 0A 
 2600500000000.0> 1 = 1 1 0 0A 
 2601000000000.0> 0 = 1 1 0 0A 
 2601500000000.0> 1 = 1 1 0 0A 
 2602000000000.0> 0 = 1 1 0 0A 
 2602500000000.0> 1 = 1 1 0 0A 
 2603000000000.0> 0 = 1 1 0 0A 
 2603500000000.0> 1 = 1 1 0 0A 
 2604000000000.0> 0 = 1 1 0 0A 
 2604500000000.0> 1 = 1 1 0 0A 
 2605000000000.0> 0 = 1 1 0 0A 
 2605500000000.0> 1 = 1 1 0 0A 
 2606000000000.0> 0 = 1 1 0 0A 
 2606500000000.0> 1 = 1 1 0 0A 
 2607000000000.0> 0 = 1 1 0 0A 
 2607500000000.0> 1 = 1 1 0 0A 
 2608000000000.0> 0 = 1 1 0 0A 
 2608500000000.0> 1 = 1 1 0 0A 
 2609000000000.0> 0 = 1 1 0 0A 
 2609500000000.0> 1 = 1 1 0 0A 
 2610000000000.0> 0 = 1 1 0 0A 
 2610500000000.0> 1 = 1 1 1 0A 
 2611000000000.0> 0 = 1 1 1 0A 
 2611500000000.0> 1 = 1 0 0 0A 
 2612000000000.0> 0 = 1 0 0 0A 
 2612500000000.0> 1 = 1 0 0 0A 
 2613000000000.0> 0 = 1 0 0 0A 
 2613500000000.0> 1 = 1 0 0 0A 
 2614000000000.0> 0 = 1 0 0 0A 
 2614500000000.0> 1 = 1 0 0 0A 
 2615000000000.0> 0 = 1 0 0 0A 
 2615500000000.0> 1 = 1 0 0 0A 
 2616000000000.0> 0 = 1 0 0 0A 
 2616500000000.0> 1 = 1 0 0 0A 
 2617000000000.0> 0 = 1 0 0 0A 
 2617500000000.0> 1 = 1 0 0 0A 
 2618000000000.0> 0 = 1 0 0 0A 
 2618500000000.0> 1 = 1 0 0 0A 
 2619000000000.0> 0 = 1 0 0 0A 
 2619500000000.0> 1 = 1 0 0 0A 
 2620000000000.0> 0 = 1 0 0 0A 
 2620500000000.0> 1 = 1 0 0 0A 
 2621000000000.0> 0 = 1 0 0 0A 
 2621500000000.0> 1 = 1 0 0 0A 
 2622000000000.0> 0 = 1 0 0 0A 
 2622500000000.0> 1 = 1 0 0 0A 
 2623000000000.0> 0 = 1 0 0 0A 
 2623500000000.0> 1 = 1 0 0 0A 
 2624000000000.0> 0 = 1 0 0 0A 
 2624500000000.0> 1 = 1 0 0 0A 
 2625000000000.0> 0 = 1 0 0 0A 
 2625500000000.0> 1 = 1 0 0 0A 
 2626000000000.0> 0 = 1 0 0 0A 
 2626500000000.0> 1 = 1 0 0 0A 
 2627000000000.0> 0 = 1 0 0 0A 
 2627500000000.0> 1 = 1 0 0 0A 
 2628000000000.0> 0 = 1 0 0 0A 
 2628500000000.0> 1 = 1 0 0 0A 
 2629000000000.0> 0 = 1 0 0 0A 
 2629500000000.0> 1 = 1 0 0 0A 
 2630000000000.0> 0 = 1 0 0 0A 
 2630500000000.0> 1 = 1 0 0 0A 
 2631000000000.0> 0 = 1 0 0 0A 
 2631500000000.0> 1 = 1 0 0 0A 
 2632000000000.0> 0 = 1 0 0 0A 
 2632500000000.0> 1 = 1 0 0 0A 
 2633000000000.0> 0 = 1 0 0 0A 
 2633500000000.0> 1 = 1 0 0 0A 
 2634000000000.0> 0 = 1 0 0 0A 
 2634500000000.0> 1 = 1 0 0 0A 
 2635000000000.0> 0 = 1 0 0 0A 
 2635500000000.0> 1 = 1 0 0 0A 
 2636000000000.0> 0 = 1 0 0 0A 
 2636500000000.0> 1 = 1 0 0 0A 
 2637000000000.0> 0 = 1 0 0 0A 
 2637500000000.0> 1 = 1 0 0 0A 
 2638000000000.0> 0 = 1 0 0 0A 
 2638500000000.0> 1 = 1 0 0 0A 
 2639000000000.0> 0 = 1 0 0 0A 
 2639500000000.0> 1 = 1 0 0 0A 
 2640000000000.0> 0 = 1 0 0 0A 
 2640500000000.0> 1 = 1 0 0 0A 
 2641000000000.0> 0 = 1 0 0 0A 
 2641500000000.0> 1 = 1 0 0 0A 
 2642000000000.0> 0 = 1 0 0 0A 
 2642500000000.0> 1 = 1 0 0 0A 
 2643000000000.0> 0 = 1 0 0 0A 
 2643500000000.0> 1 = 1 0 0 0A 
 2644000000000.0> 0 = 1 0 0 0A 
 2644500000000.0> 1 = 1 0 0 0A 
 2645000000000.0> 0 = 1 0 0 0A 
 2645500000000.0> 1 = 1 0 0 0A 
 2646000000000.0> 0 = 1 0 0 0A 
 2646500000000.0> 1 = 1 0 0 0A 
 2647000000000.0> 0 = 1 0 0 0A 
 2647500000000.0> 1 = 1 0 0 0A 
 2648000000000.0> 0 = 1 0 0 0A 
 2648500000000.0> 1 = 1 0 0 0A 
 2649000000000.0> 0 = 1 0 0 0A 
 2649500000000.0> 1 = 1 0 0 0A 
 2650000000000.0> 0 = 1 0 0 0A 
 2650500000000.0> 1 = 1 0 0 0A 
 2651000000000.0> 0 = 1 0 0 0A 
 2651500000000.0> 1 = 1 0 0 0A 
 2652000000000.0> 0 = 1 0 0 0A 
 2652500000000.0> 1 = 1 0 0 0A 
 2653000000000.0> 0 = 1 0 0 0A 
 2653500000000.0> 1 = 1 0 1 0A 
 2654000000000.0> 0 = 1 0 1 0A 
 2654500000000.0> 1 = 1 0 0 0A 
 2655000000000.0> 0 = 1 0 0 0A 
 2655500000000.0> 1 = 1 0 0 0A 
 2656000000000.0> 0 = 1 0 0 0A 
 2656500000000.0> 1 = 1 0 0 0A 
 2657000000000.0> 0 = 1 0 0 0A 
 2657500000000.0> 1 = 1 0 0 0A 
 2658000000000.0> 0 = 1 0 0 0A 
 2658500000000.0> 1 = 1 0 0 0A 
 2659000000000.0> 0 = 1 0 0 0A 
 2659500000000.0> 1 = 1 0 0 0A 
 2660000000000.0> 0 = 1 0 0 0A 
 2660500000000.0> 1 = 1 0 0 0A 
 2661000000000.0> 0 = 1 0 0 0A 
 2661500000000.0> 1 = 1 0 0 0A 
 2662000000000.0> 0 = 1 0 0 0A 
 2662500000000.0> 1 = 1 0 0 0A 
 2663000000000.0> 0 = 1 0 0 0A 
 2663500000000.0> 1 = 1 0 0 0A 
 2664000000000.0> 0 = 1 0 0 0A 
 2664500000000.0> 1 = 1 0 0 0A 
 2665000000000.0> 0 = 1 0 0 0A 
 2665500000000.0> 1 = 1 0 0 0A 
 2666000000000.0> 0 = 1 0 0 0A 
 2666500000000.0> 1 = 1 0 0 0A 
 2667000000000.0> 0 = 1 0 0 0A 
 2667500000000.0> 1 = 1 0 0 0A 
 2668000000000.0> 0 = 1 0 0 0A 
 2668500000000.0> 1 = 1 0 0 0A 
 2669000000000.0> 0 = 1 0 0 0A 
 2669500000000.0> 1 = 1 0 0 0A 
 2670000000000.0> 0 = 1 0 0 0A 
 2670500000000.0> 1 = 1 0 0 0A 
 2671000000000.0> 0 = 1 0 0 0A 
 2671500000000.0> 1 = 1 0 0 0A 
 2672000000000.0> 0 = 1 0 0 0A 
 2672500000000.0> 1 = 1 0 0 0A 
 2673000000000.0> 0 = 1 0 0 0A 
 2673500000000.0> 1 = 1 0 0 0A 
 2674000000000.0> 0 = 1 0 0 0A 
 2674500000000.0> 1 = 1 0 0 0A 
 2675000000000.0> 0 = 1 0 0 0A 
 2675500000000.0> 1 = 1 0 0 0A 
 2676000000000.0> 0 = 1 0 0 0A 
 2676500000000.0> 1 = 1 0 0 0A 
 2677000000000.0> 0 = 1 0 0 0A 
 2677500000000.0> 1 = 1 0 0 0A 
 2678000000000.0> 0 = 1 0 0 0A 
 2678500000000.0> 1 = 1 0 0 0A 
 2679000000000.0> 0 = 1 0 0 0A 
 2679500000000.0> 1 = 1 0 0 0A 
 2680000000000.0> 0 = 1 0 0 0A 
 2680500000000.0> 1 = 1 0 0 0A 
 2681000000000.0> 0 = 1 0 0 0A 
 2681500000000.0> 1 = 1 0 0 0A 
 2682000000000.0> 0 = 1 0 0 0A 
 2682500000000.0> 1 = 1 0 0 0A 
 2683000000000.0> 0 = 1 0 0 0A 
 2683500000000.0> 1 = 1 0 0 0A 
 2684000000000.0> 0 = 1 0 0 0A 
 2684500000000.0> 1 = 1 0 0 0A 
 2685000000000.0> 0 = 1 0 0 0A 
 2685500000000.0> 1 = 1 0 0 0A 
 2686000000000.0> 0 = 1 0 0 0A 
 2686500000000.0> 1 = 1 0 0 0A 
 2687000000000.0> 0 = 1 0 0 0A 
 2687500000000.0> 1 = 1 0 0 0A 
 2688000000000.0> 0 = 1 0 0 0A 
 2688500000000.0> 1 = 1 0 0 0A 
 2689000000000.0> 0 = 1 0 0 0A 
 2689500000000.0> 1 = 1 0 0 0A 
 2690000000000.0> 0 = 1 0 0 0A 
 2690500000000.0> 1 = 1 0 0 0A 
 2691000000000.0> 0 = 1 0 0 0A 
 2691500000000.0> 1 = 1 0 0 0A 
 2692000000000.0> 0 = 1 0 0 0A 
 2692500000000.0> 1 = 1 0 0 0A 
 2693000000000.0> 0 = 1 0 0 0A 
 2693500000000.0> 1 = 1 0 0 0A 
 2694000000000.0> 0 = 1 0 0 0A 
 2694500000000.0> 1 = 1 0 0 0A 
 2695000000000.0> 0 = 1 0 0 0A 
 2695500000000.0> 1 = 1 0 0 0A 
 2696000000000.0> 0 = 1 0 0 0A 
 2696500000000.0> 1 = 1 0 1 0A 
 2697000000000.0> 0 = 1 0 1 0A 
 2697500000000.0> 1 = 1 1 0 0A 
 2698000000000.0> 0 = 1 1 0 0A 
 2698500000000.0> 1 = 1 1 0 0A 
 2699000000000.0> 0 = 1 1 0 0A 
 2699500000000.0> 1 = 1 1 0 0A 
 2700000000000.0> 0 = 1 1 0 0A 
 2700500000000.0> 1 = 1 1 0 0A 
 2701000000000.0> 0 = 1 1 0 0A 
 2701500000000.0> 1 = 1 1 0 0A 
 2702000000000.0> 0 = 1 1 0 0A 
 2702500000000.0> 1 = 1 1 0 0A 
 2703000000000.0> 0 = 1 1 0 0A 
 2703500000000.0> 1 = 1 1 0 0A 
 2704000000000.0> 0 = 1 1 0 0A 
 2704500000000.0> 1 = 1 1 0 0A 
 2705000000000.0> 0 = 1 1 0 0A 
 2705500000000.0> 1 = 1 1 0 0A 
 2706000000000.0> 0 = 1 1 0 0A 
 2706500000000.0> 1 = 1 1 0 0A 
 2707000000000.0> 0 = 1 1 0 0A 
 2707500000000.0> 1 = 1 1 0 0A 
 2708000000000.0> 0 = 1 1 0 0A 
 2708500000000.0> 1 = 1 1 0 0A 
 2709000000000.0> 0 = 1 1 0 0A 
 2709500000000.0> 1 = 1 1 0 0A 
 2710000000000.0> 0 = 1 1 0 0A 
 2710500000000.0> 1 = 1 1 0 0A 
 2711000000000.0> 0 = 1 1 0 0A 
 2711500000000.0> 1 = 1 1 0 0A 
 2712000000000.0> 0 = 1 1 0 0A 
 2712500000000.0> 1 = 1 1 0 0A 
 2713000000000.0> 0 = 1 1 0 0A 
 2713500000000.0> 1 = 1 1 0 0A 
 2714000000000.0> 0 = 1 1 0 0A 
 2714500000000.0> 1 = 1 1 0 0A 
 2715000000000.0> 0 = 1 1 0 0A 
 2715500000000.0> 1 = 1 1 0 0A 
 2716000000000.0> 0 = 1 1 0 0A 
 2716500000000.0> 1 = 1 1 0 0A 
 2717000000000.0> 0 = 1 1 0 0A 
 2717500000000.0> 1 = 1 1 0 0A 
 2718000000000.0> 0 = 1 1 0 0A 
 2718500000000.0> 1 = 1 1 0 0A 
 2719000000000.0> 0 = 1 1 0 0A 
 2719500000000.0> 1 = 1 1 0 0A 
 2720000000000.0> 0 = 1 1 0 0A 
 2720500000000.0> 1 = 1 1 0 0A 
 2721000000000.0> 0 = 1 1 0 0A 
 2721500000000.0> 1 = 1 1 0 0A 
 2722000000000.0> 0 = 1 1 0 0A 
 2722500000000.0> 1 = 1 1 0 0A 
 2723000000000.0> 0 = 1 1 0 0A 
 2723500000000.0> 1 = 1 1 0 0A 
 2724000000000.0> 0 = 1 1 0 0A 
 2724500000000.0> 1 = 1 1 0 0A 
 2725000000000.0> 0 = 1 1 0 0A 
 2725500000000.0> 1 = 1 1 0 0A 
 2726000000000.0> 0 = 1 1 0 0A 
 2726500000000.0> 1 = 1 1 0 0A 
 2727000000000.0> 0 = 1 1 0 0A 
 2727500000000.0> 1 = 1 1 0 0A 
 2728000000000.0> 0 = 1 1 0 0A 
 2728500000000.0> 1 = 1 1 0 0A 
 2729000000000.0> 0 = 1 1 0 0A 
 2729500000000.0> 1 = 1 1 0 0A 
 2730000000000.0> 0 = 1 1 0 0A 
 2730500000000.0> 1 = 1 1 0 0A 
 2731000000000.0> 0 = 1 1 0 0A 
 2731500000000.0> 1 = 1 1 0 0A 
 2732000000000.0> 0 = 1 1 0 0A 
 2732500000000.0> 1 = 1 1 0 0A 
 2733000000000.0> 0 = 1 1 0 0A 
 2733500000000.0> 1 = 1 1 0 0A 
 2734000000000.0> 0 = 1 1 0 0A 
 2734500000000.0> 1 = 1 1 0 0A 
 2735000000000.0> 0 = 1 1 0 0A 
 2735500000000.0> 1 = 1 1 0 0A 
 2736000000000.0> 0 = 1 1 0 0A 
 2736500000000.0> 1 = 1 1 0 0A 
 2737000000000.0> 0 = 1 1 0 0A 
 2737500000000.0> 1 = 1 1 0 0A 
 2738000000000.0> 0 = 1 1 0 0A 
 2738500000000.0> 1 = 1 1 0 0A 
 2739000000000.0> 0 = 1 1 0 0A 
 2739500000000.0> 1 = 1 1 1 0A 
 2740000000000.0> 0 = 1 1 1 0A 
 2740500000000.0> 1 = 1 0 0 0A 
 2741000000000.0> 0 = 1 0 0 0A 
 2741500000000.0> 1 = 1 0 0 0A 
 2742000000000.0> 0 = 1 0 0 0A 
 2742500000000.0> 1 = 1 0 0 0A 
 2743000000000.0> 0 = 1 0 0 0A 
 2743500000000.0> 1 = 1 0 0 0A 
 2744000000000.0> 0 = 1 0 0 0A 
 2744500000000.0> 1 = 1 0 0 0A 
 2745000000000.0> 0 = 1 0 0 0A 
 2745500000000.0> 1 = 1 0 0 0A 
 2746000000000.0> 0 = 1 0 0 0A 
 2746500000000.0> 1 = 1 0 0 0A 
 2747000000000.0> 0 = 1 0 0 0A 
 2747500000000.0> 1 = 1 0 0 0A 
 2748000000000.0> 0 = 1 0 0 0A 
 2748500000000.0> 1 = 1 0 0 0A 
 2749000000000.0> 0 = 1 0 0 0A 
 2749500000000.0> 1 = 1 0 0 0A 
 2750000000000.0> 0 = 1 0 0 0A 
 2750500000000.0> 1 = 1 0 0 0A 
 2751000000000.0> 0 = 1 0 0 0A 
 2751500000000.0> 1 = 1 0 0 0A 
 2752000000000.0> 0 = 1 0 0 0A 
 2752500000000.0> 1 = 1 0 0 0A 
 2753000000000.0> 0 = 1 0 0 0A 
 2753500000000.0> 1 = 1 0 0 0A 
 2754000000000.0> 0 = 1 0 0 0A 
 2754500000000.0> 1 = 1 0 0 0A 
 2755000000000.0> 0 = 1 0 0 0A 
 2755500000000.0> 1 = 1 0 0 0A 
 2756000000000.0> 0 = 1 0 0 0A 
 2756500000000.0> 1 = 1 0 0 0A 
 2757000000000.0> 0 = 1 0 0 0A 
 2757500000000.0> 1 = 1 0 0 0A 
 2758000000000.0> 0 = 1 0 0 0A 
 2758500000000.0> 1 = 1 0 0 0A 
 2759000000000.0> 0 = 1 0 0 0A 
 2759500000000.0> 1 = 1 0 0 0A 
 2760000000000.0> 0 = 1 0 0 0A 
 2760500000000.0> 1 = 1 0 0 0A 
 2761000000000.0> 0 = 1 0 0 0A 
 2761500000000.0> 1 = 1 0 0 0A 
 2762000000000.0> 0 = 1 0 0 0A 
 2762500000000.0> 1 = 1 0 0 0A 
 2763000000000.0> 0 = 1 0 0 0A 
 2763500000000.0> 1 = 1 0 0 0A 
 2764000000000.0> 0 = 1 0 0 0A 
 2764500000000.0> 1 = 1 0 0 0A 
 2765000000000.0> 0 = 1 0 0 0A 
 2765500000000.0> 1 = 1 0 0 0A 
 2766000000000.0> 0 = 1 0 0 0A 
 2766500000000.0> 1 = 1 0 0 0A 
 2767000000000.0> 0 = 1 0 0 0A 
 2767500000000.0> 1 = 1 0 0 0A 
 2768000000000.0> 0 = 1 0 0 0A 
 2768500000000.0> 1 = 1 0 0 0A 
 2769000000000.0> 0 = 1 0 0 0A 
 2769500000000.0> 1 = 1 0 0 0A 
 2770000000000.0> 0 = 1 0 0 0A 
 2770500000000.0> 1 = 1 0 0 0A 
 2771000000000.0> 0 = 1 0 0 0A 
 2771500000000.0> 1 = 1 0 0 0A 
 2772000000000.0> 0 = 1 0 0 0A 
 2772500000000.0> 1 = 1 0 0 0A 
 2773000000000.0> 0 = 1 0 0 0A 
 2773500000000.0> 1 = 1 0 0 0A 
 2774000000000.0> 0 = 1 0 0 0A 
 2774500000000.0> 1 = 1 0 0 0A 
 2775000000000.0> 0 = 1 0 0 0A 
 2775500000000.0> 1 = 1 0 0 0A 
 2776000000000.0> 0 = 1 0 0 0A 
 2776500000000.0> 1 = 1 0 0 0A 
 2777000000000.0> 0 = 1 0 0 0A 
 2777500000000.0> 1 = 1 0 0 0A 
 2778000000000.0> 0 = 1 0 0 0A 
 2778500000000.0> 1 = 1 0 0 0A 
 2779000000000.0> 0 = 1 0 0 0A 
 2779500000000.0> 1 = 1 0 0 0A 
 2780000000000.0> 0 = 1 0 0 0A 
 2780500000000.0> 1 = 1 0 0 0A 
 2781000000000.0> 0 = 1 0 0 0A 
 2781500000000.0> 1 = 1 0 0 0A 
 2782000000000.0> 0 = 1 0 0 0A 
 2782500000000.0> 1 = 1 0 1 0A 
 2783000000000.0> 0 = 1 0 1 0A 
 2783500000000.0> 1 = 1 1 0 0A 
 2784000000000.0> 0 = 1 1 0 0A 
 2784500000000.0> 1 = 1 1 0 0A 
 2785000000000.0> 0 = 1 1 0 0A 
 2785500000000.0> 1 = 1 1 0 0A 
 2786000000000.0> 0 = 1 1 0 0A 
 2786500000000.0> 1 = 1 1 0 0A 
 2787000000000.0> 0 = 1 1 0 0A 
 2787500000000.0> 1 = 1 1 0 0A 
 2788000000000.0> 0 = 1 1 0 0A 
 2788500000000.0> 1 = 1 1 0 0A 
 2789000000000.0> 0 = 1 1 0 0A 
 2789500000000.0> 1 = 1 1 0 0A 
 2790000000000.0> 0 = 1 1 0 0A 
 2790500000000.0> 1 = 1 1 0 0A 
 2791000000000.0> 0 = 1 1 0 0A 
 2791500000000.0> 1 = 1 1 0 0A 
 2792000000000.0> 0 = 1 1 0 0A 
 2792500000000.0> 1 = 1 1 0 0A 
 2793000000000.0> 0 = 1 1 0 0A 
 2793500000000.0> 1 = 1 1 0 0A 
 2794000000000.0> 0 = 1 1 0 0A 
 2794500000000.0> 1 = 1 1 0 0A 
 2795000000000.0> 0 = 1 1 0 0A 
 2795500000000.0> 1 = 1 1 0 0A 
 2796000000000.0> 0 = 1 1 0 0A 
 2796500000000.0> 1 = 1 1 0 0A 
 2797000000000.0> 0 = 1 1 0 0A 
 2797500000000.0> 1 = 1 1 0 0A 
 2798000000000.0> 0 = 1 1 0 0A 
 2798500000000.0> 1 = 1 1 0 0A 
 2799000000000.0> 0 = 1 1 0 0A 
 2799500000000.0> 1 = 1 1 0 0A 
 2800000000000.0> 0 = 1 1 0 0A 
 2800500000000.0> 1 = 1 1 0 0A 
 2801000000000.0> 0 = 1 1 0 0A 
 2801500000000.0> 1 = 1 1 0 0A 
 2802000000000.0> 0 = 1 1 0 0A 
 2802500000000.0> 1 = 1 1 0 0A 
 2803000000000.0> 0 = 1 1 0 0A 
 2803500000000.0> 1 = 1 1 0 0A 
 2804000000000.0> 0 = 1 1 0 0A 
 2804500000000.0> 1 = 1 1 0 0A 
 2805000000000.0> 0 = 1 1 0 0A 
 2805500000000.0> 1 = 1 1 0 0A 
 2806000000000.0> 0 = 1 1 0 0A 
 2806500000000.0> 1 = 1 1 0 0A 
 2807000000000.0> 0 = 1 1 0 0A 
 2807500000000.0> 1 = 1 1 0 0A 
 2808000000000.0> 0 = 1 1 0 0A 
 2808500000000.0> 1 = 1 1 0 0A 
 2809000000000.0> 0 = 1 1 0 0A 
 2809500000000.0> 1 = 1 1 0 0A 
 2810000000000.0> 0 = 1 1 0 0A 
 2810500000000.0> 1 = 1 1 0 0A 
 2811000000000.0> 0 = 1 1 0 0A 
 2811500000000.0> 1 = 1 1 0 0A 
 2812000000000.0> 0 = 1 1 0 0A 
 2812500000000.0> 1 = 1 1 0 0A 
 2813000000000.0> 0 = 1 1 0 0A 
 2813500000000.0> 1 = 1 1 0 0A 
 2814000000000.0> 0 = 1 1 0 0A 
 2814500000000.0> 1 = 1 1 0 0A 
 2815000000000.0> 0 = 1 1 0 0A 
 2815500000000.0> 1 = 1 1 0 0A 
 2816000000000.0> 0 = 1 1 0 0A 
 2816500000000.0> 1 = 1 1 0 0A 
 2817000000000.0> 0 = 1 1 0 0A 
 2817500000000.0> 1 = 1 1 0 0A 
 2818000000000.0> 0 = 1 1 0 0A 
 2818500000000.0> 1 = 1 1 0 0A 
 2819000000000.0> 0 = 1 1 0 0A 
 2819500000000.0> 1 = 1 1 0 0A 
 2820000000000.0> 0 = 1 1 0 0A 
 2820500000000.0> 1 = 1 1 0 0A 
 2821000000000.0> 0 = 1 1 0 0A 
 2821500000000.0> 1 = 1 1 0 0A 
 2822000000000.0> 0 = 1 1 0 0A 
 2822500000000.0> 1 = 1 1 0 0A 
 2823000000000.0> 0 = 1 1 0 0A 
 2823500000000.0> 1 = 1 1 0 0A 
 2824000000000.0> 0 = 1 1 0 0A 
 2824500000000.0> 1 = 1 1 0 0A 
 2825000000000.0> 0 = 1 1 0 0A 
 2825500000000.0> 1 = 1 1 1 0A 
 2826000000000.0> 0 = 1 1 1 0A 
 2826500000000.0> 1 = 1 0 0 0A 
 2827000000000.0> 0 = 1 0 0 0A 
 2827500000000.0> 1 = 1 0 0 0A 
 2828000000000.0> 0 = 1 0 0 0A 
 2828500000000.0> 1 = 1 0 0 0A 
 2829000000000.0> 0 = 1 0 0 0A 
 2829500000000.0> 1 = 1 0 0 0A 
 2830000000000.0> 0 = 1 0 0 0A 
 2830500000000.0> 1 = 1 0 0 0A 
 2831000000000.0> 0 = 1 0 0 0A 
 2831500000000.0> 1 = 1 0 0 0A 
 2832000000000.0> 0 = 1 0 0 0A 
 2832500000000.0> 1 = 1 0 0 0A 
 2833000000000.0> 0 = 1 0 0 0A 
 2833500000000.0> 1 = 1 0 0 0A 
 2834000000000.0> 0 = 1 0 0 0A 
 2834500000000.0> 1 = 1 0 0 0A 
 2835000000000.0> 0 = 1 0 0 0A 
 2835500000000.0> 1 = 1 0 0 0A 
 2836000000000.0> 0 = 1 0 0 0A 
 2836500000000.0> 1 = 1 0 0 0A 
 2837000000000.0> 0 = 1 0 0 0A 
 2837500000000.0> 1 = 1 0 0 0A 
 2838000000000.0> 0 = 1 0 0 0A 
 2838500000000.0> 1 = 1 0 0 0A 
 2839000000000.0> 0 = 1 0 0 0A 
 2839500000000.0> 1 = 1 0 0 0A 
 2840000000000.0> 0 = 1 0 0 0A 
 2840500000000.0> 1 = 1 0 0 0A 
 2841000000000.0> 0 = 1 0 0 0A 
 2841500000000.0> 1 = 1 0 0 0A 
 2842000000000.0> 0 = 1 0 0 0A 
 2842500000000.0> 1 = 1 0 0 0A 
 2843000000000.0> 0 = 1 0 0 0A 
 2843500000000.0> 1 = 1 0 0 0A 
 2844000000000.0> 0 = 1 0 0 0A 
 2844500000000.0> 1 = 1 0 0 0A 
 2845000000000.0> 0 = 1 0 0 0A 
 2845500000000.0> 1 = 1 0 0 0A 
 2846000000000.0> 0 = 1 0 0 0A 
 2846500000000.0> 1 = 1 0 0 0A 
 2847000000000.0> 0 = 1 0 0 0A 
 2847500000000.0> 1 = 1 0 0 0A 
 2848000000000.0> 0 = 1 0 0 0A 
 2848500000000.0> 1 = 1 0 0 0A 
 2849000000000.0> 0 = 1 0 0 0A 
 2849500000000.0> 1 = 1 0 0 0A 
 2850000000000.0> 0 = 1 0 0 0A 
 2850500000000.0> 1 = 1 0 0 0A 
 2851000000000.0> 0 = 1 0 0 0A 
 2851500000000.0> 1 = 1 0 0 0A 
 2852000000000.0> 0 = 1 0 0 0A 
 2852500000000.0> 1 = 1 0 0 0A 
 2853000000000.0> 0 = 1 0 0 0A 
 2853500000000.0> 1 = 1 0 0 0A 
 2854000000000.0> 0 = 1 0 0 0A 
 2854500000000.0> 1 = 1 0 0 0A 
 2855000000000.0> 0 = 1 0 0 0A 
 2855500000000.0> 1 = 1 0 0 0A 
 2856000000000.0> 0 = 1 0 0 0A 
 2856500000000.0> 1 = 1 0 0 0A 
 2857000000000.0> 0 = 1 0 0 0A 
 2857500000000.0> 1 = 1 0 0 0A 
 2858000000000.0> 0 = 1 0 0 0A 
 2858500000000.0> 1 = 1 0 0 0A 
 2859000000000.0> 0 = 1 0 0 0A 
 2859500000000.0> 1 = 1 0 0 0A 
 2860000000000.0> 0 = 1 0 0 0A 
 2860500000000.0> 1 = 1 0 0 0A 
 2861000000000.0> 0 = 1 0 0 0A 
 2861500000000.0> 1 = 1 0 0 0A 
 2862000000000.0> 0 = 1 0 0 0A 
 2862500000000.0> 1 = 1 0 0 0A 
 2863000000000.0> 0 = 1 0 0 0A 
 2863500000000.0> 1 = 1 0 0 0A 
 2864000000000.0> 0 = 1 0 0 0A 
 2864500000000.0> 1 = 1 0 0 0A 
 2865000000000.0> 0 = 1 0 0 0A 
 2865500000000.0> 1 = 1 0 0 0A 
 2866000000000.0> 0 = 1 0 0 0A 
 2866500000000.0> 1 = 1 0 0 0A 
 2867000000000.0> 0 = 1 0 0 0A 
 2867500000000.0> 1 = 1 0 0 0A 
 2868000000000.0> 0 = 1 0 0 0A 
 2868500000000.0> 1 = 1 0 1 0A 
 2869000000000.0> 0 = 1 0 1 0A 
 2869500000000.0> 1 = 1 0 0 0A 
 2870000000000.0> 0 = 1 0 0 0A 
 2870500000000.0> 1 = 1 0 0 0A 
 2871000000000.0> 0 = 1 0 0 0A 
 2871500000000.0> 1 = 1 0 0 0A 
 2872000000000.0> 0 = 1 0 0 0A 
 2872500000000.0> 1 = 1 0 0 0A 
 2873000000000.0> 0 = 1 0 0 0A 
 2873500000000.0> 1 = 1 0 0 0A 
 2874000000000.0> 0 = 1 0 0 0A 
 2874500000000.0> 1 = 1 0 0 0A 
 2875000000000.0> 0 = 1 0 0 0A 
