%
Copyright (C) 1991-2013 Altera Corporation
Your use of Altera Corporation's design tools, logic functions 
and other software and tools, and its AMPP partner logic 
functions, and any output files from any of the foregoing 
(including device programming or simulation files), and any 
associated documentation or information are expressly subject 
to the terms and conditions of the Altera Program License 
Subscription Agreement, Altera MegaCore Function License 
Agreement, or other applicable license agreement, including, 
without limitation, that your use is for the sole purpose of 
programming logic devices manufactured by Altera and sold by 
Altera or its authorized distributors.  Please refer to the 
applicable agreement for further details.
%

GROUP CREATE uart:u_uart0|i_wb_dat[7..0] = uart:u_uart0|i_wb_dat[7] uart:u_uart0|i_wb_dat[6] uart:u_uart0|i_wb_dat[5] uart:u_uart0|i_wb_dat[4] uart:u_uart0|i_wb_dat[3] uart:u_uart0|i_wb_dat[2] uart:u_uart0|i_wb_dat[1] uart:u_uart0|i_wb_dat[0] ;
INPUTS brd_clk_p;
OUTPUTS i_uart0_tx o_uart0_rx uart:u_uart0|tx_bit_pulse uart:u_uart0|i_wb_dat[7..0];
UNIT ns;
RADIX HEX;
PATTERN
             0.0> 0 = X X X XX 
 7895500000000.0> 1 = 1 0 0 32 
 7896000000000.0> 0 = 1 0 0 32 
 7896500000000.0> 1 = 1 0 0 32 
 7897000000000.0> 0 = 1 0 0 32 
 7897500000000.0> 1 = 1 0 0 32 
 7898000000000.0> 0 = 1 0 0 32 
 7898500000000.0> 1 = 1 0 0 32 
 7899000000000.0> 0 = 1 0 0 32 
 7899500000000.0> 1 = 1 0 0 32 
 7900000000000.0> 0 = 1 0 0 32 
 7900500000000.0> 1 = 1 0 0 32 
 7901000000000.0> 0 = 1 0 0 32 
 7901500000000.0> 1 = 1 0 1 32 
 7902000000000.0> 0 = 1 0 1 32 
 7902500000000.0> 1 = 1 1 0 32 
 7903000000000.0> 0 = 1 1 0 32 
 7903500000000.0> 1 = 1 1 0 32 
 7904000000000.0> 0 = 1 1 0 32 
 7904500000000.0> 1 = 1 1 0 32 
 7905000000000.0> 0 = 1 1 0 32 
 7905500000000.0> 1 = 1 1 0 32 
 7906000000000.0> 0 = 1 1 0 32 
 7906500000000.0> 1 = 1 1 0 32 
 7907000000000.0> 0 = 1 1 0 32 
 7907500000000.0> 1 = 1 1 0 32 
 7908000000000.0> 0 = 1 1 0 32 
 7908500000000.0> 1 = 1 1 0 32 
 7909000000000.0> 0 = 1 1 0 32 
 7909500000000.0> 1 = 1 1 0 32 
 7910000000000.0> 0 = 1 1 0 32 
 7910500000000.0> 1 = 1 1 0 32 
 7911000000000.0> 0 = 1 1 0 32 
 7911500000000.0> 1 = 1 1 0 32 
 7912000000000.0> 0 = 1 1 0 32 
 7912500000000.0> 1 = 1 1 0 32 
 7913000000000.0> 0 = 1 1 0 32 
 7913500000000.0> 1 = 1 1 0 32 
 7914000000000.0> 0 = 1 1 0 32 
 7914500000000.0> 1 = 1 1 0 32 
 7915000000000.0> 0 = 1 1 0 32 
 7915500000000.0> 1 = 1 1 0 32 
 7916000000000.0> 0 = 1 1 0 32 
 7916500000000.0> 1 = 1 1 0 32 
 7917000000000.0> 0 = 1 1 0 32 
 7917500000000.0> 1 = 1 1 0 32 
 7918000000000.0> 0 = 1 1 0 32 
 7918500000000.0> 1 = 1 1 0 32 
 7919000000000.0> 0 = 1 1 0 32 
 7919500000000.0> 1 = 1 1 0 32 
 7920000000000.0> 0 = 1 1 0 32 
 7920500000000.0> 1 = 1 1 0 32 
 7921000000000.0> 0 = 1 1 0 32 
 7921500000000.0> 1 = 1 1 0 32 
 7922000000000.0> 0 = 1 1 0 32 
 7922500000000.0> 1 = 1 1 0 32 
 7923000000000.0> 0 = 1 1 0 32 
 7923500000000.0> 1 = 1 1 0 32 
 7924000000000.0> 0 = 1 1 0 32 
 7924500000000.0> 1 = 1 1 0 32 
 7925000000000.0> 0 = 1 1 0 32 
 7925500000000.0> 1 = 1 1 0 32 
 7926000000000.0> 0 = 1 1 0 32 
 7926500000000.0> 1 = 1 1 0 32 
 7927000000000.0> 0 = 1 1 0 32 
 7927500000000.0> 1 = 1 1 0 32 
 7928000000000.0> 0 = 1 1 0 32 
 7928500000000.0> 1 = 1 1 0 32 
 7929000000000.0> 0 = 1 1 0 32 
 7929500000000.0> 1 = 1 1 0 32 
 7930000000000.0> 0 = 1 1 0 32 
 7930500000000.0> 1 = 1 1 0 32 
 7931000000000.0> 0 = 1 1 0 32 
 7931500000000.0> 1 = 1 1 0 32 
 7932000000000.0> 0 = 1 1 0 32 
 7932500000000.0> 1 = 1 1 0 32 
 7933000000000.0> 0 = 1 1 0 32 
 7933500000000.0> 1 = 1 1 0 32 
 7934000000000.0> 0 = 1 1 0 32 
 7934500000000.0> 1 = 1 1 0 32 
 7935000000000.0> 0 = 1 1 0 32 
 7935500000000.0> 1 = 1 1 0 32 
 7936000000000.0> 0 = 1 1 0 32 
 7936500000000.0> 1 = 1 1 0 32 
 7937000000000.0> 0 = 1 1 0 32 
 7937500000000.0> 1 = 1 1 0 32 
 7938000000000.0> 0 = 1 1 0 32 
 7938500000000.0> 1 = 1 1 0 32 
 7939000000000.0> 0 = 1 1 0 32 
 7939500000000.0> 1 = 1 1 0 32 
 7940000000000.0> 0 = 1 1 0 32 
 7940500000000.0> 1 = 1 1 0 32 
 7941000000000.0> 0 = 1 1 0 32 
 7941500000000.0> 1 = 1 1 0 32 
 7942000000000.0> 0 = 1 1 0 32 
 7942500000000.0> 1 = 1 1 0 32 
 7943000000000.0> 0 = 1 1 0 32 
 7943500000000.0> 1 = 1 1 0 32 
 7944000000000.0> 0 = 1 1 0 32 
 7944500000000.0> 1 = 1 1 1 32 
 7945000000000.0> 0 = 1 1 1 32 
 7945500000000.0> 1 = 1 1 0 32 
 7946000000000.0> 0 = 1 1 0 32 
 7946500000000.0> 1 = 1 1 0 32 
 7947000000000.0> 0 = 1 1 0 32 
 7947500000000.0> 1 = 1 1 0 32 
 7948000000000.0> 0 = 1 1 0 32 
 7948500000000.0> 1 = 1 1 0 32 
 7949000000000.0> 0 = 1 1 0 32 
 7949500000000.0> 1 = 1 1 0 32 
 7950000000000.0> 0 = 1 1 0 32 
 7950500000000.0> 1 = 1 1 0 32 
 7951000000000.0> 0 = 1 1 0 32 
 7951500000000.0> 1 = 1 1 0 32 
 7952000000000.0> 0 = 1 1 0 32 
 7952500000000.0> 1 = 1 1 0 32 
 7953000000000.0> 0 = 1 1 0 32 
 7953500000000.0> 1 = 1 1 0 32 
 7954000000000.0> 0 = 1 1 0 32 
 7954500000000.0> 1 = 1 1 0 32 
 7955000000000.0> 0 = 1 1 0 32 
 7955500000000.0> 1 = 1 1 0 32 
 7956000000000.0> 0 = 1 1 0 32 
 7956500000000.0> 1 = 1 1 0 32 
 7957000000000.0> 0 = 1 1 0 32 
 7957500000000.0> 1 = 1 1 0 32 
 7958000000000.0> 0 = 1 1 0 32 
 7958500000000.0> 1 = 1 1 0 32 
 7959000000000.0> 0 = 1 1 0 32 
 7959500000000.0> 1 = 1 1 0 32 
 7960000000000.0> 0 = 1 1 0 32 
 7960500000000.0> 1 = 1 1 0 32 
 7961000000000.0> 0 = 1 1 0 32 
 7961500000000.0> 1 = 1 1 0 32 
 7962000000000.0> 0 = 1 1 0 32 
 7962500000000.0> 1 = 1 1 0 32 
 7963000000000.0> 0 = 1 1 0 32 
 7963500000000.0> 1 = 1 1 0 32 
 7964000000000.0> 0 = 1 1 0 32 
 7964500000000.0> 1 = 1 1 0 32 
 7965000000000.0> 0 = 1 1 0 32 
 7965500000000.0> 1 = 1 1 0 32 
 7966000000000.0> 0 = 1 1 0 32 
 7966500000000.0> 1 = 1 1 0 32 
 7967000000000.0> 0 = 1 1 0 32 
 7967500000000.0> 1 = 1 1 0 32 
 7968000000000.0> 0 = 1 1 0 32 
 7968500000000.0> 1 = 1 1 0 32 
 7969000000000.0> 0 = 1 1 0 32 
 7969500000000.0> 1 = 1 1 0 32 
 7970000000000.0> 0 = 1 1 0 32 
 7970500000000.0> 1 = 1 1 0 32 
 7971000000000.0> 0 = 1 1 0 32 
 7971500000000.0> 1 = 1 1 0 32 
 7972000000000.0> 0 = 1 1 0 32 
 7972500000000.0> 1 = 1 1 0 32 
 7973000000000.0> 0 = 1 1 0 32 
 7973500000000.0> 1 = 1 1 0 32 
 7974000000000.0> 0 = 1 1 0 32 
 7974500000000.0> 1 = 1 1 0 32 
 7975000000000.0> 0 = 1 1 0 32 
 7975500000000.0> 1 = 1 1 0 32 
 7976000000000.0> 0 = 1 1 0 32 
 7976500000000.0> 1 = 1 1 0 32 
 7977000000000.0> 0 = 1 1 0 32 
 7977500000000.0> 1 = 1 1 0 32 
 7978000000000.0> 0 = 1 1 0 32 
 7978500000000.0> 1 = 1 1 0 32 
 7979000000000.0> 0 = 1 1 0 32 
 7979500000000.0> 1 = 1 1 0 32 
 7980000000000.0> 0 = 1 1 0 32 
 7980500000000.0> 1 = 1 1 0 32 
 7981000000000.0> 0 = 1 1 0 32 
 7981500000000.0> 1 = 1 1 0 32 
 7982000000000.0> 0 = 1 1 0 32 
 7982500000000.0> 1 = 1 1 0 32 
 7983000000000.0> 0 = 1 1 0 32 
 7983500000000.0> 1 = 1 1 0 32 
 7984000000000.0> 0 = 1 1 0 32 
 7984500000000.0> 1 = 1 1 0 32 
 7985000000000.0> 0 = 1 1 0 32 
 7985500000000.0> 1 = 1 1 0 32 
 7986000000000.0> 0 = 1 1 0 32 
 7986500000000.0> 1 = 1 1 0 32 
 7987000000000.0> 0 = 1 1 0 32 
 7987500000000.0> 1 = 1 1 1 32 
 7988000000000.0> 0 = 1 1 1 32 
 7988500000000.0> 1 = 1 0 0 32 
 7989000000000.0> 0 = 1 0 0 32 
 7989500000000.0> 1 = 1 0 0 32 
 7990000000000.0> 0 = 1 0 0 32 
 7990500000000.0> 1 = 1 0 0 32 
 7991000000000.0> 0 = 1 0 0 32 
 7991500000000.0> 1 = 1 0 0 32 
 7992000000000.0> 0 = 1 0 0 32 
 7992500000000.0> 1 = 1 0 0 32 
 7993000000000.0> 0 = 1 0 0 32 
 7993500000000.0> 1 = 1 0 0 32 
 7994000000000.0> 0 = 1 0 0 32 
 7994500000000.0> 1 = 1 0 0 32 
 7995000000000.0> 0 = 1 0 0 32 
 7995500000000.0> 1 = 1 0 0 32 
 7996000000000.0> 0 = 1 0 0 32 
 7996500000000.0> 1 = 1 0 0 32 
 7997000000000.0> 0 = 1 0 0 32 
 7997500000000.0> 1 = 1 0 0 32 
 7998000000000.0> 0 = 1 0 0 32 
 7998500000000.0> 1 = 1 0 0 32 
 7999000000000.0> 0 = 1 0 0 32 
 7999500000000.0> 1 = 1 0 0 32 
 8000000000000.0> 0 = 1 0 0 32 
 8000500000000.0> 1 = 1 0 0 32 
 8001000000000.0> 0 = 1 0 0 32 
 8001500000000.0> 1 = 1 0 0 32 
 8002000000000.0> 0 = 1 0 0 32 
 8002500000000.0> 1 = 1 0 0 32 
 8003000000000.0> 0 = 1 0 0 32 
 8003500000000.0> 1 = 1 0 0 32 
 8004000000000.0> 0 = 1 0 0 32 
 8004500000000.0> 1 = 1 0 0 32 
 8005000000000.0> 0 = 1 0 0 32 
 8005500000000.0> 1 = 1 0 0 32 
 8006000000000.0> 0 = 1 0 0 32 
 8006500000000.0> 1 = 1 0 0 32 
 8007000000000.0> 0 = 1 0 0 32 
 8007500000000.0> 1 = 1 0 0 32 
 8008000000000.0> 0 = 1 0 0 32 
 8008500000000.0> 1 = 1 0 0 32 
 8009000000000.0> 0 = 1 0 0 32 
 8009500000000.0> 1 = 1 0 0 32 
 8010000000000.0> 0 = 1 0 0 32 
 8010500000000.0> 1 = 1 0 0 32 
 8011000000000.0> 0 = 1 0 0 32 
 8011500000000.0> 1 = 1 0 0 32 
 8012000000000.0> 0 = 1 0 0 32 
 8012500000000.0> 1 = 1 0 0 32 
 8013000000000.0> 0 = 1 0 0 32 
 8013500000000.0> 1 = 1 0 0 32 
 8014000000000.0> 0 = 1 0 0 32 
 8014500000000.0> 1 = 1 0 0 32 
 8015000000000.0> 0 = 1 0 0 32 
 8015500000000.0> 1 = 1 0 0 32 
 8016000000000.0> 0 = 1 0 0 32 
 8016500000000.0> 1 = 1 0 0 32 
 8017000000000.0> 0 = 1 0 0 32 
 8017500000000.0> 1 = 1 0 0 32 
 8018000000000.0> 0 = 1 0 0 32 
 8018500000000.0> 1 = 1 0 0 32 
 8019000000000.0> 0 = 1 0 0 32 
 8019500000000.0> 1 = 1 0 0 32 
 8020000000000.0> 0 = 1 0 0 32 
 8020500000000.0> 1 = 1 0 0 32 
 8021000000000.0> 0 = 1 0 0 32 
 8021500000000.0> 1 = 1 0 0 32 
 8022000000000.0> 0 = 1 0 0 32 
 8022500000000.0> 1 = 1 0 0 32 
 8023000000000.0> 0 = 1 0 0 32 
 8023500000000.0> 1 = 1 0 0 32 
 8024000000000.0> 0 = 1 0 0 32 
 8024500000000.0> 1 = 1 0 0 32 
 8025000000000.0> 0 = 1 0 0 32 
 8025500000000.0> 1 = 1 0 0 32 
 8026000000000.0> 0 = 1 0 0 32 
 8026500000000.0> 1 = 1 0 0 32 
 8027000000000.0> 0 = 1 0 0 32 
 8027500000000.0> 1 = 1 0 0 32 
 8028000000000.0> 0 = 1 0 0 32 
 8028500000000.0> 1 = 1 0 0 32 
 8029000000000.0> 0 = 1 0 0 32 
 8029500000000.0> 1 = 1 0 0 32 
 8030000000000.0> 0 = 1 0 0 32 
 8030500000000.0> 1 = 1 0 1 32 
 8031000000000.0> 0 = 1 0 1 32 
 8031500000000.0> 1 = 1 0 0 32 
 8032000000000.0> 0 = 1 0 0 32 
 8032500000000.0> 1 = 1 0 0 32 
 8033000000000.0> 0 = 1 0 0 32 
 8033500000000.0> 1 = 1 0 0 32 
 8034000000000.0> 0 = 1 0 0 32 
 8034500000000.0> 1 = 1 0 0 32 
 8035000000000.0> 0 = 1 0 0 32 
 8035500000000.0> 1 = 1 0 0 32 
 8036000000000.0> 0 = 1 0 0 32 
 8036500000000.0> 1 = 1 0 0 32 
 8037000000000.0> 0 = 1 0 0 32 
 8037500000000.0> 1 = 1 0 0 32 
 8038000000000.0> 0 = 1 0 0 32 
 8038500000000.0> 1 = 1 0 0 32 
 8039000000000.0> 0 = 1 0 0 32 
 8039500000000.0> 1 = 1 0 0 32 
 8040000000000.0> 0 = 1 0 0 32 
 8040500000000.0> 1 = 1 0 0 32 
 8041000000000.0> 0 = 1 0 0 32 
 8041500000000.0> 1 = 1 0 0 32 
 8042000000000.0> 0 = 1 0 0 32 
 8042500000000.0> 1 = 1 0 0 32 
 8043000000000.0> 0 = 1 0 0 32 
 8043500000000.0> 1 = 1 0 0 32 
 8044000000000.0> 0 = 1 0 0 32 
 8044500000000.0> 1 = 1 0 0 32 
 8045000000000.0> 0 = 1 0 0 32 
 8045500000000.0> 1 = 1 0 0 32 
 8046000000000.0> 0 = 1 0 0 32 
 8046500000000.0> 1 = 1 0 0 32 
 8047000000000.0> 0 = 1 0 0 32 
 8047500000000.0> 1 = 1 0 0 32 
 8048000000000.0> 0 = 1 0 0 32 
 8048500000000.0> 1 = 1 0 0 32 
 8049000000000.0> 0 = 1 0 0 32 
 8049500000000.0> 1 = 1 0 0 32 
 8050000000000.0> 0 = 1 0 0 32 
 8050500000000.0> 1 = 1 0 0 32 
 8051000000000.0> 0 = 1 0 0 32 
 8051500000000.0> 1 = 1 0 0 32 
 8052000000000.0> 0 = 1 0 0 32 
 8052500000000.0> 1 = 1 0 0 32 
 8053000000000.0> 0 = 1 0 0 32 
 8053500000000.0> 1 = 1 0 0 32 
 8054000000000.0> 0 = 1 0 0 32 
 8054500000000.0> 1 = 1 0 0 32 
 8055000000000.0> 0 = 1 0 0 32 
 8055500000000.0> 1 = 1 0 0 32 
 8056000000000.0> 0 = 1 0 0 32 
 8056500000000.0> 1 = 1 0 0 32 
 8057000000000.0> 0 = 1 0 0 32 
 8057500000000.0> 1 = 1 0 0 32 
 8058000000000.0> 0 = 1 0 0 32 
 8058500000000.0> 1 = 1 0 0 32 
 8059000000000.0> 0 = 1 0 0 32 
 8059500000000.0> 1 = 1 0 0 32 
 8060000000000.0> 0 = 1 0 0 32 
 8060500000000.0> 1 = 1 0 0 32 
 8061000000000.0> 0 = 1 0 0 32 
 8061500000000.0> 1 = 1 0 0 32 
 8062000000000.0> 0 = 1 0 0 32 
 8062500000000.0> 1 = 1 0 0 32 
 8063000000000.0> 0 = 1 0 0 32 
 8063500000000.0> 1 = 1 0 0 32 
 8064000000000.0> 0 = 1 0 0 32 
 8064500000000.0> 1 = 1 0 0 32 
 8065000000000.0> 0 = 1 0 0 32 
 8065500000000.0> 1 = 1 0 0 32 
 8066000000000.0> 0 = 1 0 0 32 
 8066500000000.0> 1 = 1 0 0 32 
 8067000000000.0> 0 = 1 0 0 32 
 8067500000000.0> 1 = 1 0 0 32 
 8068000000000.0> 0 = 1 0 0 32 
 8068500000000.0> 1 = 1 0 0 32 
 8069000000000.0> 0 = 1 0 0 32 
 8069500000000.0> 1 = 1 0 0 32 
 8070000000000.0> 0 = 1 0 0 32 
 8070500000000.0> 1 = 1 0 0 32 
 8071000000000.0> 0 = 1 0 0 32 
 8071500000000.0> 1 = 1 0 0 32 
 8072000000000.0> 0 = 1 0 0 32 
 8072500000000.0> 1 = 1 0 0 32 
 8073000000000.0> 0 = 1 0 0 32 
 8073500000000.0> 1 = 1 0 1 32 
 8074000000000.0> 0 = 1 0 1 32 
 8074500000000.0> 1 = 1 1 0 32 
 8075000000000.0> 0 = 1 1 0 32 
 8075500000000.0> 1 = 1 1 0 32 
 8076000000000.0> 0 = 1 1 0 32 
 8076500000000.0> 1 = 1 1 0 32 
 8077000000000.0> 0 = 1 1 0 32 
 8077500000000.0> 1 = 1 1 0 32 
 8078000000000.0> 0 = 1 1 0 32 
 8078500000000.0> 1 = 1 1 0 32 
 8079000000000.0> 0 = 1 1 0 32 
 8079500000000.0> 1 = 1 1 0 32 
 8080000000000.0> 0 = 1 1 0 32 
 8080500000000.0> 1 = 1 1 0 32 
 8081000000000.0> 0 = 1 1 0 32 
 8081500000000.0> 1 = 1 1 0 32 
 8082000000000.0> 0 = 1 1 0 32 
 8082500000000.0> 1 = 1 1 0 32 
 8083000000000.0> 0 = 1 1 0 32 
 8083500000000.0> 1 = 1 1 0 32 
 8084000000000.0> 0 = 1 1 0 32 
 8084500000000.0> 1 = 1 1 0 32 
 8085000000000.0> 0 = 1 1 0 32 
 8085500000000.0> 1 = 1 1 0 32 
 8086000000000.0> 0 = 1 1 0 32 
 8086500000000.0> 1 = 1 1 0 32 
 8087000000000.0> 0 = 1 1 0 32 
 8087500000000.0> 1 = 1 1 0 32 
 8088000000000.0> 0 = 1 1 0 32 
 8088500000000.0> 1 = 1 1 0 32 
 8089000000000.0> 0 = 1 1 0 32 
 8089500000000.0> 1 = 1 1 0 32 
 8090000000000.0> 0 = 1 1 0 32 
 8090500000000.0> 1 = 1 1 0 32 
 8091000000000.0> 0 = 1 1 0 32 
 8091500000000.0> 1 = 1 1 0 32 
 8092000000000.0> 0 = 1 1 0 32 
 8092500000000.0> 1 = 1 1 0 32 
 8093000000000.0> 0 = 1 1 0 32 
 8093500000000.0> 1 = 1 1 0 32 
 8094000000000.0> 0 = 1 1 0 32 
 8094500000000.0> 1 = 1 1 0 32 
 8095000000000.0> 0 = 1 1 0 32 
 8095500000000.0> 1 = 1 1 0 32 
 8096000000000.0> 0 = 1 1 0 32 
 8096500000000.0> 1 = 1 1 0 32 
 8097000000000.0> 0 = 1 1 0 32 
 8097500000000.0> 1 = 1 1 0 32 
 8098000000000.0> 0 = 1 1 0 32 
 8098500000000.0> 1 = 1 1 0 32 
 8099000000000.0> 0 = 1 1 0 32 
 8099500000000.0> 1 = 1 1 0 32 
 8100000000000.0> 0 = 1 1 0 32 
 8100500000000.0> 1 = 1 1 0 32 
 8101000000000.0> 0 = 1 1 0 32 
 8101500000000.0> 1 = 1 1 0 32 
 8102000000000.0> 0 = 1 1 0 32 
 8102500000000.0> 1 = 1 1 0 32 
 8103000000000.0> 0 = 1 1 0 32 
 8103500000000.0> 1 = 1 1 0 32 
 8104000000000.0> 0 = 1 1 0 32 
 8104500000000.0> 1 = 1 1 0 32 
 8105000000000.0> 0 = 1 1 0 32 
 8105500000000.0> 1 = 1 1 0 32 
 8106000000000.0> 0 = 1 1 0 32 
 8106500000000.0> 1 = 1 1 0 32 
 8107000000000.0> 0 = 1 1 0 32 
 8107500000000.0> 1 = 1 1 0 32 
 8108000000000.0> 0 = 1 1 0 32 
 8108500000000.0> 1 = 1 1 0 32 
 8109000000000.0> 0 = 1 1 0 32 
 8109500000000.0> 1 = 1 1 0 32 
 8110000000000.0> 0 = 1 1 0 32 
 8110500000000.0> 1 = 1 1 0 32 
 8111000000000.0> 0 = 1 1 0 32 
 8111500000000.0> 1 = 1 1 0 32 
 8112000000000.0> 0 = 1 1 0 32 
 8112500000000.0> 1 = 1 1 0 32 
 8113000000000.0> 0 = 1 1 0 32 
 8113500000000.0> 1 = 1 1 0 32 
 8114000000000.0> 0 = 1 1 0 32 
 8114500000000.0> 1 = 1 1 0 32 
 8115000000000.0> 0 = 1 1 0 32 
 8115500000000.0> 1 = 1 1 0 32 
 8116000000000.0> 0 = 1 1 0 32 
 8116500000000.0> 1 = 1 1 0 32 
 8117000000000.0> 0 = 1 1 0 32 
 8117500000000.0> 1 = 1 1 0 32 
 8118000000000.0> 0 = 1 1 0 32 
 8118500000000.0> 1 = 1 1 0 32 
 8119000000000.0> 0 = 1 1 0 32 
 8119500000000.0> 1 = 1 1 0 32 
 8120000000000.0> 0 = 1 1 0 32 
 8120500000000.0> 1 = 1 1 0 32 
 8121000000000.0> 0 = 1 1 0 32 
 8121500000000.0> 1 = 1 1 1 32 
 8122000000000.0> 0 = 1 1 1 32 
 8122500000000.0> 1 = 1 1 0 32 
 8123000000000.0> 0 = 1 1 0 32 
 8123500000000.0> 1 = 1 1 0 32 
 8124000000000.0> 0 = 1 1 0 32 
 8124500000000.0> 1 = 1 1 0 32 
 8125000000000.0> 0 = 1 1 0 32 
 8125500000000.0> 1 = 1 1 0 32 
 8126000000000.0> 0 = 1 1 0 32 
 8126500000000.0> 1 = 1 1 0 32 
 8127000000000.0> 0 = 1 1 0 32 
 8127500000000.0> 1 = 1 1 0 32 
 8128000000000.0> 0 = 1 1 0 32 
 8128500000000.0> 1 = 1 1 0 32 
 8129000000000.0> 0 = 1 1 0 32 
 8129500000000.0> 1 = 1 1 0 32 
 8130000000000.0> 0 = 1 1 0 32 
 8130500000000.0> 1 = 1 1 0 32 
 8131000000000.0> 0 = 1 1 0 32 
 8131500000000.0> 1 = 1 1 0 32 
 8132000000000.0> 0 = 1 1 0 32 
 8132500000000.0> 1 = 1 1 0 32 
 8133000000000.0> 0 = 1 1 0 32 
 8133500000000.0> 1 = 1 1 0 32 
 8134000000000.0> 0 = 1 1 0 32 
 8134500000000.0> 1 = 1 1 0 32 
 8135000000000.0> 0 = 1 1 0 32 
 8135500000000.0> 1 = 1 1 0 32 
 8136000000000.0> 0 = 1 1 0 32 
 8136500000000.0> 1 = 1 1 0 32 
 8137000000000.0> 0 = 1 1 0 32 
 8137500000000.0> 1 = 1 1 0 32 
 8138000000000.0> 0 = 1 1 0 32 
 8138500000000.0> 1 = 1 1 0 32 
 8139000000000.0> 0 = 1 1 0 32 
 8139500000000.0> 1 = 1 1 0 32 
 8140000000000.0> 0 = 1 1 0 32 
 8140500000000.0> 1 = 1 1 0 32 
 8141000000000.0> 0 = 1 1 0 32 
 8141500000000.0> 1 = 1 1 0 32 
 8142000000000.0> 0 = 1 1 0 32 
 8142500000000.0> 1 = 1 1 0 32 
 8143000000000.0> 0 = 1 1 0 32 
 8143500000000.0> 1 = 1 1 0 32 
 8144000000000.0> 0 = 1 1 0 32 
 8144500000000.0> 1 = 1 1 0 32 
 8145000000000.0> 0 = 1 1 0 32 
 8145500000000.0> 1 = 1 1 0 32 
 8146000000000.0> 0 = 1 1 0 32 
 8146500000000.0> 1 = 1 1 0 32 
 8147000000000.0> 0 = 1 1 0 32 
 8147500000000.0> 1 = 1 1 0 32 
 8148000000000.0> 0 = 1 1 0 32 
 8148500000000.0> 1 = 1 1 0 32 
 8149000000000.0> 0 = 1 1 0 32 
 8149500000000.0> 1 = 1 1 0 32 
 8150000000000.0> 0 = 1 1 0 32 
 8150500000000.0> 1 = 1 1 0 32 
 8151000000000.0> 0 = 1 1 0 32 
 8151500000000.0> 1 = 1 1 0 32 
 8152000000000.0> 0 = 1 1 0 32 
 8152500000000.0> 1 = 1 1 0 32 
 8153000000000.0> 0 = 1 1 0 32 
 8153500000000.0> 1 = 1 1 0 32 
 8154000000000.0> 0 = 1 1 0 32 
 8154500000000.0> 1 = 1 1 0 32 
 8155000000000.0> 0 = 1 1 0 32 
 8155500000000.0> 1 = 1 1 0 32 
 8156000000000.0> 0 = 1 1 0 32 
 8156500000000.0> 1 = 1 1 0 32 
 8157000000000.0> 0 = 1 1 0 32 
 8157500000000.0> 1 = 1 1 0 32 
 8158000000000.0> 0 = 1 1 0 32 
 8158500000000.0> 1 = 1 1 0 32 
 8159000000000.0> 0 = 1 1 0 32 
 8159500000000.0> 1 = 1 1 0 32 
 8160000000000.0> 0 = 1 1 0 32 
 8160500000000.0> 1 = 1 1 0 32 
 8161000000000.0> 0 = 1 1 0 32 
 8161500000000.0> 1 = 1 1 0 32 
 8162000000000.0> 0 = 1 1 0 32 
 8162500000000.0> 1 = 1 1 0 32 
 8163000000000.0> 0 = 1 1 0 32 
 8163500000000.0> 1 = 1 1 0 32 
 8164000000000.0> 0 = 1 1 0 32 
 8164500000000.0> 1 = 1 1 1 32 
 8165000000000.0> 0 = 1 1 1 32 
 8165500000000.0> 1 = 1 1 0 32 
 8166000000000.0> 0 = 1 1 0 32 
 8166500000000.0> 1 = 1 1 0 32 
 8167000000000.0> 0 = 1 1 0 32 
 8167500000000.0> 1 = 1 1 0 32 
 8168000000000.0> 0 = 1 1 0 32 
 8168500000000.0> 1 = 1 1 0 32 
 8169000000000.0> 0 = 1 1 0 32 
 8169500000000.0> 1 = 1 1 0 32 
 8170000000000.0> 0 = 1 1 0 32 
 8170500000000.0> 1 = 1 1 0 32 
 8171000000000.0> 0 = 1 1 0 32 
 8171500000000.0> 1 = 1 1 0 32 
 8172000000000.0> 0 = 1 1 0 32 
 8172500000000.0> 1 = 1 1 0 32 
 8173000000000.0> 0 = 1 1 0 32 
 8173500000000.0> 1 = 1 1 0 32 
 8174000000000.0> 0 = 1 1 0 32 
 8174500000000.0> 1 = 1 1 0 32 
 8175000000000.0> 0 = 1 1 0 32 
 8175500000000.0> 1 = 1 1 0 32 
 8176000000000.0> 0 = 1 1 0 32 
 8176500000000.0> 1 = 1 1 0 32 
 8177000000000.0> 0 = 1 1 0 32 
 8177500000000.0> 1 = 1 1 0 32 
 8178000000000.0> 0 = 1 1 0 32 
 8178500000000.0> 1 = 1 1 0 32 
 8179000000000.0> 0 = 1 1 0 32 
 8179500000000.0> 1 = 1 1 0 3A 
 8180000000000.0> 0 = 1 1 0 3A 
 8180500000000.0> 1 = 1 1 0 3A 
 8181000000000.0> 0 = 1 1 0 3A 
 8181500000000.0> 1 = 1 1 0 3A 
 8182000000000.0> 0 = 1 1 0 3A 
 8182500000000.0> 1 = 1 1 0 3A 
 8183000000000.0> 0 = 1 1 0 3A 
 8183500000000.0> 1 = 1 1 0 3A 
 8184000000000.0> 0 = 1 1 0 3A 
 8184500000000.0> 1 = 1 1 0 3A 
 8185000000000.0> 0 = 1 1 0 3A 
 8185500000000.0> 1 = 1 1 0 3A 
 8186000000000.0> 0 = 1 1 0 3A 
 8186500000000.0> 1 = 1 1 0 3A 
 8187000000000.0> 0 = 1 1 0 3A 
